"display","trial_type","stim","word","VOT","label","condition","list_LSQ_variant","blockID","block","list","mean","sd","left","right","option_setup","progress_bar"
"phonetic categorization","exposure","dill_15.wav","dill",15,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","din","d-left",234
"phonetic categorization","exposure","dill_30.wav","dill",30,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","din","d-left",234
"phonetic categorization","exposure","dill_5.wav","dill",5,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","din","d-left",234
"phonetic categorization","exposure","dill_5.wav","dill",5,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","din","d-left",234
"phonetic categorization","exposure","dill_-5.wav","dill",-5,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","till","d-left",234
"phonetic categorization","exposure","dill_15.wav","dill",15,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","till","d-left",234
"phonetic categorization","exposure","dill_15.wav","dill",15,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","till","d-left",234
"phonetic categorization","exposure","dill_25.wav","dill",25,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dill","till","d-left",234
"phonetic categorization","exposure","din_15.wav","din",15,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dill","d-left",234
"phonetic categorization","exposure","din_20.wav","din",20,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dill","d-left",234
"phonetic categorization","exposure","din_20.wav","din",20,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dill","d-left",234
"phonetic categorization","exposure","din_5.wav","din",5,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dill","d-left",234
"phonetic categorization","exposure","din_10.wav","din",10,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","tin","d-left",234
"phonetic categorization","exposure","din_15.wav","din",15,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","tin","d-left",234
"phonetic categorization","exposure","din_20.wav","din",20,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","tin","d-left",234
"phonetic categorization","exposure","din_20.wav","din",20,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","tin","d-left",234
"phonetic categorization","exposure","dip_10.wav","dip",10,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dip","d-left",234
"phonetic categorization","exposure","dip_15.wav","dip",15,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dip","d-left",234
"phonetic categorization","exposure","dip_20.wav","dip",20,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dip","d-left",234
"phonetic categorization","exposure","dip_5.wav","dip",5,"labeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"din","dip","d-left",234
"phonetic categorization","exposure","dip_-10.wav","dip",-10,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_10.wav","dip",10,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_20.wav","dip",20,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_5.wav","dip",5,"unlabeled","expo-10ms","A","C",6,"A",5,8.94427190999916,"dip","tip","d-left",234
"phonetic categorization","exposure","dill_35.wav","till",35,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tin","till","d-left",234
"phonetic categorization","exposure","dill_60.wav","till",60,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tin","till","d-left",234
"phonetic categorization","exposure","dill_70.wav","till",70,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tin","till","d-left",234
"phonetic categorization","exposure","dill_80.wav","till",80,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tin","till","d-left",234
